CID,NumberOfRings,NumberOfAromaticRings,ALogP,MolecularWeight,RotatableBondCount,HydrogenBondAcceptorCount,HydrogenBondDonorCount,TPSA,XlogP,EC50
901425,2,2.0,0.0,179.1329,1,4,1,87.6,1.1,0.202
901998,2,2.0,0.0,332.25519,2,8,0,101.0,2.7,0.913
902097,2,2.0,0.0,231.35648,2,1,0,36.5,4.9,0.621
902104,2,2.0,0.0,231.35648,2,1,0,36.5,4.9,2.829
902800,2,2.0,0.0,317.76684,6,3,1,55.4,3.5,0.815
906089,3,3.0,0.0,256.21032,3,5,0,65.7,2.7,60.0
912304,3,2.0,0.0,309.42856,3,4,0,65.2,3.2,0.156
914449,3,3.0,0.0,311.33848,4,4,0,81.5,1.9,2.053
930151,4,4.0,0.0,329.352,4,5,0,57.1,4.0,2.409
930617,4,4.0,0.0,299.32602,3,4,0,47.9,4.0,3.802
934512,4,4.0,0.0,335.335063,3,7,2,89.9,4.1,2.763
934996,2,2.0,0.0,235.19946,2,6,1,112.0,1.3,1.082
935040,2,,0.0,248.23798,3,5,0,,2.8,0.438
935207,2,2.0,0.0,238.175283,2,6,0,85.8,2.1,0.551
935358,3,2.0,0.0,333.2994,3,7,0,115.0,1.1,0.117
935381,3,3.0,0.0,344.34518,3,6,1,132.0,2.6,1.83
935415,3,3.0,0.0,241.30824,1,2,0,45.6,3.4,0.361
935878,2,2.0,0.0,265.69888,4,6,2,86.0,1.9,1.703
936147,3,3.0,0.0,306.40478,6,4,0,41.9,4.4,0.374
937679,2,2.0,0.0,221.68278,2,1,1,32.9,3.1,3.935
938946,3,2.0,0.0,327.4869,5,2,0,50.9,3.3,0.697
941679,4,4.0,0.0,320.41144,3,2,1,72.1,3.6,2.1
941801,3,3.0,0.0,336.34464,6,7,1,93.2,3.3,1.803
943399,3,2.0,0.0,295.33908,3,6,1,74.1,1.7,3.69
944284,4,3.0,0.0,348.43816,4,4,0,32.8,3.0,0.1
944467,2,2.0,0.0,267.37042,2,4,1,97.7,2.5,2.031
946216,4,3.0,0.0,308.4405,2,3,1,67.2,5.2,2.012
946310,4,4.0,0.0,316.331723,3,5,1,50.7,4.1,1.319
946666,2,2.0,0.0,237.34444,1,3,1,88.5,2.4,2.483
946898,3,3.0,0.0,307.39284,5,4,1,70.9,2.9,1.206
950649,3,2.0,0.0,282.38338,4,4,1,41.0,3.7,2.038
950897,3,2.0,0.0,312.4325,3,3,1,63.5,2.9,0.726
969847,3,2.0,0.0,332.23492,1,1,0,22.0,4.4,2.048
969982,2,2.0,0.0,341.2157,2,3,3,98.1,3.2,1.531
970686,3,2.0,0.0,297.3086,2,3,2,87.0,3.1,3.272
970870,2,2.0,0.0,289.261783,2,4,2,87.0,2.8,2.488
972178,4,4.0,0.0,333.36384,2,5,0,96.9,4.4,0.666
972317,3,3.0,0.0,268.33688,3,5,1,78.9,3.1,0.503
973011,3,3.0,0.0,281.3754,5,4,1,66.0,3.8,1.805
973067,3,3.0,0.0,287.7673,3,4,1,66.0,4.0,1.225
975656,3,2.0,0.0,272.36534,3,3,0,58.5,2.7,0.299
975848,2,2.0,0.0,310.17852,4,2,2,54.0,4.0,1.344
978585,3,3.0,0.0,364.24904,3,3,2,82.3,4.8,1.516
979661,3,2.0,0.0,360.8777,7,4,1,33.7,4.9,4.982
983945,3,2.0,0.0,425.518963,6,6,1,108.0,4.1,0.996
989046,4,4.0,0.0,383.4888,6,4,1,56.4,5.5,0.1
990853,4,4.0,0.0,446.92542,5,3,1,60.3,5.9,1.045
991000,4,2.0,0.0,449.4077,4,5,1,90.7,3.9,1.784
997548,3,3.0,0.0,499.5362,9,8,1,139.0,4.1,2.249
998758,4,4.0,0.0,502.421033,6,9,1,111.0,3.9,0.882
998879,3,3.0,0.0,371.41358,3,6,1,134.0,3.4,2.7
999279,5,5.0,0.0,538.58721,6,8,1,105.0,5.7,2.215
999529,4,4.0,0.0,463.931123,7,4,1,56.2,5.7,1.261
1000348,3,3.0,0.0,473.38274,7,4,2,110.0,5.5,1.871
1001121,3,3.0,0.0,484.38554,8,4,1,65.4,4.7,2.518
1001348,3,3.0,0.0,461.26608,6,6,1,111.0,3.5,0.794
1001459,5,5.0,0.0,468.4608,7,6,1,115.0,4.9,1.252
1004945,3,2.0,0.0,422.336,3,4,0,55.0,4.2,2.061
1006987,3,1.0,0.0,393.54344,6,5,1,78.1,2.2,0.141
1012900,3,3.0,0.0,424.4696,6,6,3,121.0,3.5,60.0
1014412,3,3.0,0.0,382.8633,4,3,2,82.4,6.1,2.338
1015626,2,2.0,0.0,377.48106,5,5,2,119.0,2.5,1.217
1017506,4,3.0,0.0,440.33298,4,4,1,48.7,4.4,1.258
1017761,3,3.0,0.0,429.26728,4,4,1,92.7,4.2,0.834
1017782,4,4.0,0.0,436.33316,6,2,1,46.9,5.6,2.063
1021028,4,4.0,0.0,504.37518,5,4,1,71.5,4.7,1.831
1023409,4,4.0,0.0,359.44418,3,4,1,87.5,5.4,1.305
1034421,5,4.0,0.0,454.92926,3,5,1,102.0,2.9,0.87
1034468,4,4.0,0.0,351.78636,4,3,1,60.1,4.2,1.723
1034730,4,1.0,0.0,379.49196,2,4,0,46.6,4.2,0.484
1040117,5,4.0,0.0,471.49801,4,8,0,82.0,3.4,0.721
1046630,4,3.0,0.0,430.33023,4,9,0,82.8,4.5,0.884
1046754,3,3.0,0.0,465.329779,4,13,2,141.0,5.2,1.378
1047183,5,5.0,0.0,375.42198,3,3,0,45.6,4.6,0.398
1047194,2,2.0,0.0,457.3818,10,6,1,96.1,4.7,1.583
1050959,3,2.0,0.0,439.4578,9,8,1,94.5,3.0,0.311
1051635,3,1.0,0.0,375.52816,5,6,0,83.7,3.5,1.305
1067678,5,4.0,0.0,508.60916,5,6,1,119.0,4.7,1.03
1069530,4,4.0,0.0,451.2695,5,4,2,84.5,4.7,3.69
1071670,4,3.0,0.0,306.40478,3,3,1,42.2,4.8,1.864
1072148,3,2.0,0.0,355.18214,2,3,0,51.2,3.7,2.013
1073876,4,4.0,0.0,436.43724,6,6,2,127.0,3.2,0.869
1074920,4,4.0,0.0,407.46552,4,6,1,141.0,5.4,1.42
1074927,3,3.0,0.0,385.82418,4,5,1,113.0,4.5,0.625
1077243,4,4.0,0.0,374.44228,4,6,1,86.3,4.4,1.073
1077805,3,2.0,0.0,390.45338,6,6,1,93.3,2.3,11.118
1078044,3,3.0,0.0,396.4661,7,6,2,127.0,2.9,2.189
1080132,4,2.0,0.0,391.41984,4,5,1,79.0,2.0,2.848
1081872,4,3.0,0.0,419.60378,2,6,0,128.0,4.0,2.646
1083196,4,3.0,0.0,385.50306,4,6,0,99.8,3.2,1.892
1083213,5,5.0,0.0,446.47842,4,6,1,115.0,1.5,3.001
1083526,4,4.0,0.0,415.46438,4,5,1,116.0,5.6,1.527
1085354,4,2.0,0.0,356.440403,3,7,0,38.7,2.6,0.253
1086028,4,3.0,0.0,434.44458,4,6,1,112.0,3.7,3.137
1086274,4,3.0,0.0,438.540863,5,7,1,123.0,3.7,0.1
1086292,3,2.0,0.0,351.5083,4,4,0,65.2,4.5,0.465
1089897,4,3.0,0.0,386.53418,3,6,2,128.0,3.7,0.856
1090196,3,2.0,0.0,378.81016,4,6,1,94.5,3.2,30.0
1090308,4,3.0,0.0,319.40024,3,4,1,39.6,3.4,1.858
1090779,4,4.0,0.0,304.36898,3,5,1,78.9,4.1,1.592
1091072,4,4.0,0.0,373.44762,8,4,1,48.3,4.5,2.356
1091600,3,2.0,0.0,386.40178,4,6,1,112.0,2.8,0.431
1092467,3,3.0,0.0,287.7673,3,4,1,66.0,4.0,0.714
1092878,3,2.0,0.0,417.52178,7,6,0,78.5,1.9,0.189
1093278,4,3.0,0.0,354.83336,3,5,1,52.5,3.2,0.942
1093989,5,4.0,0.0,418.438606,3,5,0,50.5,4.0,1.715
1094006,5,4.0,0.0,448.467886,4,7,0,66.6,3.3,0.5
1094050,4,3.0,0.0,386.395206,4,6,0,59.7,2.9,1.254
1094423,3,2.0,0.0,441.448863,9,8,0,74.3,3.5,0.156
1094573,4,1.0,0.0,399.437,6,7,0,74.3,3.6,1.56
1095335,4,3.0,0.0,463.63482,8,5,1,61.0,4.5,1.7
1096074,3,2.0,0.0,388.46402,7,9,2,93.7,3.2,1.593
1096078,4,4.0,0.0,364.41764,4,5,1,76.7,3.9,0.688
1109397,4,2.0,0.0,408.53978,7,6,2,73.4,4.5,3.741
1109408,4,2.0,0.0,366.46004,5,6,2,73.4,3.9,2.298
1111155,5,4.0,0.0,452.42847,3,7,0,59.7,3.9,1.842
1111827,5,3.0,0.0,425.50732,5,10,1,117.0,3.0,0.104
1113554,3,3.0,0.0,408.25854,4,5,1,116.0,5.2,1.31
1115796,4,2.0,0.0,354.42282,3,4,0,80.3,3.2,0.655
1116953,2,2.0,0.0,424.32752,9,8,2,99.0,5.6,1.396
1117367,3,2.0,0.0,465.95036,6,6,1,121.0,4.6,3.08
1117926,4,2.0,0.0,356.42216,4,8,1,75.6,2.4,0.465
1122471,4,2.0,0.0,433.99462,5,5,0,52.2,3.6,1.069
1122641,4,4.0,0.0,472.5819,7,7,1,141.0,5.3,60.0
1122716,4,4.0,0.0,445.46722,6,6,1,102.0,5.2,0.561
1126295,4,3.0,0.0,350.41428,4,4,1,68.1,2.9,0.1
1130106,5,4.0,0.0,403.51988,3,4,0,88.7,5.1,2.775
1130551,4,2.0,0.0,421.57668,6,7,0,116.0,3.8,1.426
1131801,4,4.0,0.0,392.4708,6,5,1,84.6,4.7,1.211
1135539,5,4.0,0.0,387.49734,1,4,1,87.5,5.7,1.563
1141321,3,3.0,0.0,284.288323,3,4,1,59.8,2.8,4.399
1144479,3,3.0,0.0,367.38182,4,8,0,147.0,3.0,2.2
1149496,4,2.0,0.0,358.81876,3,4,1,50.8,3.7,0.555
1155282,5,4.0,0.0,477.9626,6,6,0,93.8,5.7,0.625
1155412,4,3.0,0.0,393.54498,7,4,0,61.2,4.7,1.572
1155441,4,3.0,0.0,453.59694,9,6,0,79.7,4.6,0.936
1161245,4,3.0,0.0,447.59404,5,7,1,144.0,4.1,2.328
1163790,3,2.0,0.0,404.498203,5,6,0,66.1,3.6,2.678
1164613,3,3.0,0.0,357.34064,4,6,2,145.0,3.2,0.104
1168573,4,3.0,0.0,592.79024,12,9,0,138.0,5.1,0.878
1172423,3,3.0,0.0,466.458323,9,7,3,114.0,3.9,5.828
1175395,5,4.0,0.0,395.45644,3,4,0,63.9,5.2,3.261
1176289,5,4.0,0.0,490.64024,6,7,0,112.0,5.5,1.035
1177216,3,3.0,0.0,389.4487,4,6,0,132.0,4.2,1.158
1179390,4,3.0,0.0,388.46394,4,7,1,129.0,2.4,2.153
1189450,4,3.0,0.0,385.25778,3,5,1,50.3,3.9,0.92
1189521,2,2.0,0.0,397.4228,7,8,0,151.0,1.6,3.048
1190108,5,4.0,0.0,396.48426,4,5,1,50.3,5.2,1.233
1190196,4,3.0,0.0,367.41828,5,6,0,83.0,4.6,1.527
1201780,3,2.0,0.0,483.51036,11,9,0,92.8,3.3,0.384
1201836,3,3.0,0.0,362.47126,4,6,1,140.0,4.5,2.305
1201888,4,3.0,0.0,391.55224,4,5,0,93.5,4.5,0.101
1201889,4,3.0,0.0,411.97072,4,5,0,93.5,4.8,0.1
1204412,3,2.0,0.0,465.58618,8,8,1,124.0,3.1,0.84
1206996,4,3.0,0.0,376.4714,4,4,1,87.3,5.2,0.1
1207632,4,3.0,0.0,374.45552,4,3,2,82.4,5.2,0.641
1207959,4,3.0,0.0,370.27827,2,7,0,64.4,4.5,1.763
1209279,3,3.0,0.0,396.88988,4,3,2,82.4,6.0,2.087
1209895,2,1.0,0.0,308.3959,5,5,0,79.1,3.6,2.086
1211550,4,4.0,0.0,433.84384,4,4,1,96.4,5.8,0.737
1214515,3,2.0,0.0,408.9454,6,6,0,65.1,3.1,0.1
1214519,4,2.0,0.0,435.97074,4,7,0,68.4,2.2,1.005
1214669,4,4.0,0.0,444.12268,2,3,0,43.6,4.6,1.651
1214688,4,4.0,0.0,447.93992,6,5,1,95.1,5.4,6.437
1215650,3,1.0,0.0,415.34996,3,5,2,111.0,5.4,3.286
1215863,4,4.0,0.0,368.4278,5,3,1,51.2,4.8,1.99
1216381,3,2.0,0.0,457.32762,5,6,2,112.0,4.1,3.595
1218110,2,2.0,0.0,405.68344,4,4,2,91.7,5.7,1.835
1219914,4,2.0,0.0,363.4495,4,4,0,38.8,3.5,0.1
1226751,2,1.0,0.0,369.31974,2,2,1,64.4,4.5,2.067
1226928,4,4.0,0.0,434.53062,6,6,2,126.0,6.4,1.47
1227876,3,2.0,0.0,369.64086,3,3,1,45.5,4.4,1.626
1232742,3,2.0,0.0,506.2065,6,4,0,59.1,5.3,1.391
1236299,4,3.0,0.0,245.3184,2,1,1,12.0,5.6,0.97
1236985,3,3.0,0.0,313.56318,0,2,0,26.3,4.4,0.893
1240113,3,3.0,0.0,265.3727,3,2,0,38.2,4.6,0.307
1242782,4,3.0,0.0,400.830623,5,6,0,51.7,3.8,4.688
1242821,6,4.0,0.0,478.63284,4,9,1,130.0,4.0,1.127
1243678,4,3.0,0.0,380.50646,5,4,1,70.9,3.2,0.1
1244312,5,3.0,0.0,422.45372,4,6,1,93.3,3.3,3.401
1244750,4,3.0,0.0,404.430326,4,7,0,71.8,4.6,1.871
1246024,3,1.0,0.0,330.4644,5,3,0,32.8,3.2,1.526
1246990,2,2.0,0.0,303.16442,3,4,1,79.5,3.8,0.572
1247326,3,3.0,0.0,288.34314,4,2,1,42.0,3.6,0.802
1247737,2,1.0,0.0,331.27176,3,3,1,60.6,3.3,0.1
1248704,5,3.0,0.0,454.63136,7,8,1,94.6,4.2,2.859
1249075,4,3.0,0.0,430.32704,4,4,1,48.7,5.0,1.065
1249455,2,2.0,0.0,249.22604,3,6,1,97.8,2.0,1.432
1249869,5,5.0,0.0,470.54618,8,8,0,117.0,4.6,1.314
1250656,5,5.0,0.0,462.54732,8,9,0,145.0,4.0,1.247
1251070,5,4.0,0.0,480.96984,6,7,1,111.0,4.6,0.457
1251267,4,3.0,0.0,364.3978,3,6,1,85.4,3.1,0.295
1251350,3,3.0,0.0,392.4708,5,4,1,100.0,5.3,1.668
1251584,4,3.0,0.0,386.27448,2,3,0,36.4,4.5,1.337
1252694,3,2.0,0.0,450.37584,5,7,1,130.0,4.2,1.649
1253962,4,3.0,0.0,454.96902,4,4,1,74.9,4.8,2.064
1254201,4,3.0,0.0,454.86306,4,6,1,112.0,4.0,1.318
1254467,4,3.0,0.0,488.76156,4,4,1,65.8,4.9,4.087
1254472,4,3.0,0.0,454.86306,4,6,1,112.0,4.0,1.815
1254477,4,4.0,0.0,406.34506,4,7,1,124.0,3.9,0.1
1254872,5,4.0,0.0,449.8863,4,5,1,78.9,4.6,2.296
1256380,3,3.0,0.0,358.37176,3,6,1,132.0,2.9,1.031
1256854,4,4.0,0.0,399.27324,4,4,0,52.8,5.5,1.949
1256999,4,4.0,0.0,403.86092,5,4,1,64.1,4.6,1.974
1257113,4,4.0,0.0,413.46842,5,5,1,73.3,4.3,2.689
1258236,2,2.0,0.0,322.42248,5,4,0,69.6,3.5,1.527
1258750,3,2.0,0.0,444.9775,4,4,2,96.8,4.6,1.468
1259441,3,2.0,0.0,385.93022,6,2,2,44.4,4.6,1.246
1261460,4,4.0,0.0,462.3385,6,4,1,64.1,4.7,0.874
1261655,5,4.0,0.0,470.99318,4,4,0,49.3,4.9,2.345
1261661,4,4.0,0.0,385.433503,5,4,1,54.9,4.5,1.697
1261749,4,4.0,0.0,450.35094,4,4,1,80.2,4.8,2.003
1262919,4,3.0,0.0,432.39577,3,9,1,85.4,4.5,0.493
1263596,3,2.0,0.0,256.21362,0,4,1,84.2,2.2,1.457
1263653,4,3.0,0.0,371.835763,3,5,1,39.6,4.0,0.465
1264233,4,3.0,0.0,393.54498,6,3,1,67.7,4.3,0.161
1264386,4,3.0,0.0,494.38036,5,4,1,61.9,4.5,1.46
1266457,5,4.0,0.0,383.44904,5,6,0,63.0,4.6,1.845
1266482,4,3.0,0.0,440.33298,4,4,1,48.7,4.4,2.184
1266904,5,4.0,0.0,383.44904,4,6,0,63.0,3.8,3.534
1267511,5,4.0,0.0,397.47562,5,6,0,63.0,3.5,2.314
1267828,2,2.0,0.0,372.55066,3,2,4,112.0,4.9,2.685
1271299,3,2.0,0.0,377.4347,3,5,1,114.0,1.4,1.312
1272579,3,2.0,0.0,429.48612,9,8,0,103.0,3.1,0.707
1273744,3,3.0,0.0,381.4746,5,7,1,145.0,3.5,30.0
1281119,4,3.0,0.0,350.41428,5,6,1,59.5,4.3,0.627
1282354,4,3.0,0.0,364.44086,5,6,1,59.5,4.7,0.578
1287415,4,4.0,0.0,418.51138,7,5,1,97.3,5.1,2.21
1288156,7,2.0,0.0,364.48392,3,5,1,50.3,4.3,1.389
1288496,4,4.0,0.0,355.38928,6,4,0,57.0,3.8,1.142
1288502,3,2.0,0.0,381.53428,4,3,2,76.5,4.9,0.98
1288984,4,4.0,0.0,397.51376,4,6,0,112.0,4.9,1.021
1290899,4,3.0,0.0,405.5789,9,4,1,36.3,4.9,3.284
1292700,4,4.0,0.0,361.39386,6,4,1,69.3,4.0,1.687
1293541,4,3.0,0.0,450.50688,5,6,2,112.0,4.3,4.951
1294143,2,2.0,0.0,463.5041,10,8,1,147.0,3.4,0.323
1294874,3,2.0,0.0,465.95036,6,6,1,121.0,4.6,3.078
1296926,2,2.0,0.0,360.278636,4,7,2,50.4,4.7,2.412
1298115,3,2.0,0.0,424.4034,7,8,0,111.0,3.3,1.943
1298163,3,2.0,0.0,395.423483,6,6,0,55.8,4.3,3.094
1298953,4,4.0,0.0,473.42447,5,9,1,129.0,5.9,1.728
1299110,3,3.0,0.0,411.29176,5,3,1,51.2,4.6,2.161
1299127,4,3.0,0.0,402.94082,5,6,0,69.7,4.9,2.295
1299980,2,2.0,0.0,252.18692,3,7,1,132.0,1.2,0.179
1300179,4,4.0,0.0,420.5504,7,6,2,123.0,5.5,2.252
1301411,4,3.0,0.0,422.9057,5,7,1,114.0,5.0,0.39
1301976,4,4.0,0.0,459.56,6,5,2,96.5,4.6,2.031
1305287,5,5.0,0.0,490.96136,5,5,1,102.0,3.6,0.377
1307465,4,3.0,0.0,498.79944,4,3,1,52.6,5.1,1.293
1312356,5,5.0,0.0,422.52154,6,3,1,57.5,5.4,0.879
1313639,3,3.0,0.0,396.82368,4,4,1,84.2,5.5,1.447
1314274,2,2.0,0.0,386.49112,4,4,4,146.0,3.9,0.553
1314470,4,2.0,0.0,413.94032,4,4,0,36.0,3.4,2.131
1314771,5,4.0,0.0,428.48306,4,5,1,78.2,4.1,1.227
1314910,5,5.0,0.0,481.50262,5,6,1,104.0,3.0,1.463
1315075,6,6.0,0.0,446.49988,6,4,1,70.7,4.6,0.68
1316617,3,3.0,0.0,448.33352,7,5,1,102.0,4.8,2.061
1319945,5,4.0,0.0,441.52488,4,4,2,88.9,3.2,1.632
1321203,5,3.0,0.0,412.48366,3,5,0,73.4,4.4,2.31
1323304,3,3.0,0.0,406.54044,8,3,2,74.6,5.2,2.018
1327568,4,4.0,0.0,364.41764,4,5,1,76.7,3.9,0.342
1330022,3,3.0,0.0,458.95772,9,5,1,84.1,4.0,3.15
1333576,5,4.0,0.0,431.57304,5,4,0,88.7,5.9,2.9
1335223,3,2.0,0.0,411.54034,7,5,1,120.0,4.2,1.833
1335691,4,2.0,0.0,425.8649,4,5,1,79.0,2.6,2.009
1337930,4,4.0,0.0,479.6143,6,6,1,116.0,5.2,2.784
1339800,4,4.0,0.0,499.42332,7,5,2,84.4,5.1,2.612
1340199,3,3.0,0.0,353.43806,4,4,1,99.8,5.0,3.477
1341554,3,2.0,0.0,367.459743,7,4,1,35.6,3.1,0.383
1342143,4,3.0,0.0,428.32228,4,5,1,48.8,3.9,1.34
1346051,3,2.0,0.0,355.45394,4,4,2,85.7,4.9,1.966
1346843,4,4.0,0.0,410.484403,5,6,1,95.7,4.9,2.447
1363467,3,3.0,0.0,397.26518,5,3,1,51.2,4.3,3.401
1363858,4,4.0,0.0,374.38932,5,5,1,73.6,4.2,1.065
1374146,4,4.0,0.0,419.5392,5,5,1,97.1,6.0,1.607
1375750,4,2.0,0.0,350.45404,5,4,0,24.9,3.4,0.1
1376867,3,2.0,0.0,283.36484,4,3,1,32.7,3.1,0.1
1377281,3,2.0,0.0,315.36694,3,5,0,65.4,3.3,1.359
1378052,3,3.0,0.0,391.37678,5,5,2,113.0,3.4,1.328
1378271,2,2.0,0.0,356.50168,10,4,0,24.9,4.5,0.1
1378292,3,3.0,0.0,361.47668,9,3,0,21.7,4.9,0.1
1380835,3,2.0,0.0,364.43756,6,3,0,57.7,3.8,1.714
1380879,3,3.0,0.0,237.25664,2,4,2,58.0,3.0,1.122
1380898,4,4.0,0.0,298.38102,4,2,1,24.9,5.1,1.678
1385049,4,4.0,0.0,368.4311,5,4,2,80.9,3.8,0.208
1386886,4,4.0,0.0,354.40122,4,3,1,55.1,5.2,2.478
1388836,4,2.0,0.0,362.42168,4,5,1,58.6,4.3,0.56
1391579,3,2.0,0.0,302.3714,2,5,0,104.0,3.0,2.357
1400145,6,5.0,0.0,408.47834,3,5,1,97.0,4.8,1.632
1416207,2,2.0,0.0,351.25028,4,4,0,79.0,4.8,0.169
1416668,3,2.0,0.0,347.41202,4,7,1,129.0,3.3,3.662
1418997,5,5.0,0.0,470.43692,5,8,0,145.0,4.4,0.157
1420397,4,4.0,0.0,372.37674,4,6,1,92.9,4.9,1.712
1423235,5,5.0,0.0,440.41094,4,7,0,135.0,4.4,0.1
1423270,4,4.0,0.0,452.84718,4,6,1,112.0,4.5,0.839
1424069,4,4.0,0.0,439.87156,5,6,1,129.0,5.6,1.568
1424303,4,4.0,0.0,432.4949,6,6,0,111.0,5.3,1.351
1430276,4,3.0,0.0,381.55742,2,3,1,88.5,5.2,3.668
1430426,4,3.0,0.0,431.97874,4,4,1,74.4,5.2,2.968
1430433,4,4.0,0.0,441.52158,7,3,2,70.7,4.3,1.934
1430541,4,4.0,0.0,471.54756,8,4,2,79.9,4.3,3.001
1430574,4,3.0,0.0,392.49402,6,4,2,70.2,3.3,0.217
1432646,4,4.0,0.0,370.47012,4,4,1,90.7,4.9,2.059
1435140,6,4.0,0.0,441.56786,4,5,0,96.7,5.8,4.428
1439943,4,4.0,0.0,430.88626,5,4,1,82.2,4.5,1.939
1440402,5,3.0,0.0,403.5398,5,3,0,63.4,4.8,1.815
1441865,4,3.0,0.0,407.55172,7,5,1,54.7,4.7,0.487
1442430,4,3.0,0.0,412.57146,5,6,1,121.0,5.4,1.45
1447917,3,1.0,0.0,305.7992,3,2,0,37.4,3.7,1.924
1447956,4,3.0,0.0,297.326843,1,4,1,44.7,3.0,0.451
1448195,3,3.0,0.0,381.44816,7,5,1,99.7,2.6,0.534
1449879,4,4.0,0.0,406.406363,7,5,0,62.5,4.1,2.839
1450063,3,3.0,0.0,383.439223,5,4,2,86.7,3.3,4.325
1453050,4,3.0,0.0,365.49182,5,4,1,73.5,3.8,0.237
1453619,5,4.0,0.0,420.4842,4,7,0,97.6,3.4,0.564
1453739,4,4.0,0.0,426.51024,6,4,1,75.2,3.5,1.911
1454305,4,3.0,0.0,448.53736,4,7,0,103.0,3.4,1.904
1454774,4,4.0,0.0,429.58038,6,3,2,88.9,4.8,0.853
1454780,4,4.0,0.0,443.60696,6,3,2,88.9,5.1,0.813
1454820,4,4.0,0.0,433.544263,6,4,2,88.9,4.5,0.844
1456563,4,3.0,0.0,403.51666,6,3,1,61.8,4.1,0.325
1457119,5,4.0,0.0,471.61376,5,4,1,90.5,6.4,1.599
1457597,4,4.0,0.0,433.92996,5,3,1,58.4,5.5,2.78
1458486,4,3.0,0.0,413.51316,5,6,1,116.0,2.9,1.084
1458607,5,4.0,0.0,489.60912,6,6,1,116.0,4.6,1.449
1459378,5,5.0,0.0,422.48178,5,5,0,76.3,3.8,1.292
1459762,4,4.0,0.0,419.878563,5,4,0,46.1,5.0,0.204
1462215,4,3.0,0.0,404.91364,4,5,0,66.8,3.4,1.555
1463379,5,4.0,0.0,440.54012,4,5,0,67.2,4.9,2.382
1469444,4,3.0,0.0,443.87039,3,7,0,63.6,4.3,2.042
1470715,2,2.0,0.0,244.29234,4,5,1,59.9,1.9,2.046
1470719,3,3.0,0.0,292.33514,4,5,0,51.1,2.8,1.889
1471035,2,2.0,0.0,330.22952,2,3,0,55.4,4.4,0.336
1471060,2,2.0,0.0,316.20294,2,3,0,55.4,4.0,2.318
1471842,3,3.0,0.0,343.81072,3,4,1,72.7,2.9,0.14
1472329,2,2.0,0.0,278.2838,2,5,0,101.0,2.2,2.377
1472429,2,2.0,0.0,273.07554,1,4,0,76.5,3.2,1.858
1472487,4,3.0,0.0,363.427983,4,4,0,35.9,4.2,2.167
1473168,3,3.0,0.0,306.36172,4,5,1,64.3,3.5,0.231
1473211,3,3.0,0.0,305.3306,5,3,3,74.0,3.5,1.714
1474461,2,2.0,0.0,333.55458,4,4,0,59.0,3.4,1.036
1474462,2,2.0,0.0,317.099983,4,5,0,59.0,2.9,1.155
1474464,2,2.0,0.0,367.10749,4,7,0,59.0,3.7,1.922
1474487,2,2.0,0.0,422.45658,4,4,0,59.0,3.5,2.028
1474911,1,1.0,0.0,352.02248,3,3,0,49.7,2.4,2.195
1475210,3,2.0,0.0,282.36016,2,3,2,66.4,3.6,0.806
1475212,3,2.0,0.0,298.35956,3,4,2,75.7,3.2,1.222
1475767,4,4.0,0.0,462.71316,6,5,0,70.2,4.9,0.913
1476556,2,2.0,0.0,313.774923,2,4,0,55.4,3.8,1.385
1476563,2,2.0,0.0,313.774923,2,4,0,55.4,3.8,0.867
1476806,2,2.0,0.0,296.77252,4,5,0,71.3,2.0,1.776
1477439,3,2.0,0.0,218.31796,1,3,1,53.2,2.5,2.578
1477595,2,2.0,0.0,264.25722,2,5,0,101.0,1.8,1.888
1478923,2,2.0,0.0,265.71872,4,4,1,83.9,2.9,1.986
1479153,3,3.0,0.0,322.81134,3,3,0,62.0,5.2,3.766
1479791,1,1.0,0.0,309.94274,2,3,0,49.7,1.0,1.237
1479949,3,3.0,0.0,381.44486,7,6,0,90.8,4.7,4.011
1480206,4,4.0,0.0,442.24513,3,8,0,81.3,5.6,1.724
1480226,3,3.0,0.0,423.47175,6,7,1,91.9,5.6,2.612
1480482,3,3.0,0.0,329.39836,5,5,0,65.7,3.4,1.566
1481618,3,3.0,0.0,445.51196,9,9,1,141.0,3.7,1.64
1481943,3,1.0,0.0,318.7549,2,4,1,80.5,2.0,2.184
1482138,3,2.0,0.0,295.30285,2,5,2,40.7,2.9,3.499
1482680,4,4.0,0.0,475.60246,8,6,1,92.4,5.5,1.192
1485057,4,4.0,0.0,322.42732,2,3,0,63.4,4.0,2.765
1485505,3,2.0,0.0,456.48183,4,8,1,81.3,2.7,3.608
1486292,2,1.0,0.0,319.66697,4,7,1,62.3,1.9,2.783
1486766,3,3.0,0.0,453.74946,5,4,1,69.0,6.3,2.775
1486826,4,3.0,0.0,392.45096,5,5,1,87.0,3.8,1.097
1486984,2,2.0,0.0,301.77242,3,6,1,119.0,1.8,0.977
1486985,3,2.0,0.0,357.83568,3,7,0,120.0,1.6,1.849
1487013,2,2.0,0.0,317.77182,3,6,1,126.0,1.8,1.244
1487220,3,3.0,0.0,325.3849,5,6,0,82.4,3.2,1.899
1487222,3,3.0,0.0,295.35892,4,5,0,73.2,3.2,2.466
1487292,2,2.0,0.0,332.37424,4,5,1,100.0,4.2,60.0
1487311,2,2.0,0.0,309.81104,2,3,0,55.4,4.1,2.004
1487485,2,2.0,0.0,344.00202,1,2,0,32.7,3.2,2.23
